[ 2026-01-20 16:50:47,006 ] asyncio - DEBUG - Using proactor: IocpProactor
[ 2026-01-20 16:51:38,102 ] python_multipart.multipart - DEBUG - Calling on_field_start with no data
[ 2026-01-20 16:51:38,102 ] python_multipart.multipart - DEBUG - Calling on_field_name with data[65:79]
[ 2026-01-20 16:51:38,102 ] python_multipart.multipart - DEBUG - Calling on_field_data with data[80:85]
[ 2026-01-20 16:51:38,103 ] python_multipart.multipart - DEBUG - Calling on_field_end with no data
[ 2026-01-20 16:51:38,103 ] python_multipart.multipart - DEBUG - Calling on_field_start with no data
[ 2026-01-20 16:51:38,103 ] python_multipart.multipart - DEBUG - Calling on_field_name with data[86:98]
[ 2026-01-20 16:51:38,103 ] python_multipart.multipart - DEBUG - Calling on_field_data with data[99:105]
[ 2026-01-20 16:51:38,103 ] python_multipart.multipart - DEBUG - Calling on_field_end with no data
[ 2026-01-20 16:51:38,103 ] python_multipart.multipart - DEBUG - Calling on_field_start with no data
[ 2026-01-20 16:51:38,103 ] python_multipart.multipart - DEBUG - Calling on_field_name with data[106:118]
[ 2026-01-20 16:51:38,103 ] python_multipart.multipart - DEBUG - Calling on_field_data with data[119:122]
[ 2026-01-20 16:51:38,103 ] python_multipart.multipart - DEBUG - Calling on_field_end with no data
[ 2026-01-20 16:51:38,103 ] python_multipart.multipart - DEBUG - Calling on_field_start with no data
[ 2026-01-20 16:51:38,103 ] python_multipart.multipart - DEBUG - Calling on_field_name with data[123:136]
[ 2026-01-20 16:51:38,103 ] python_multipart.multipart - DEBUG - Calling on_field_data with data[137:140]
[ 2026-01-20 16:51:38,103 ] python_multipart.multipart - DEBUG - Calling on_field_end with no data
[ 2026-01-20 16:51:38,103 ] python_multipart.multipart - DEBUG - Calling on_field_start with no data
[ 2026-01-20 16:51:38,103 ] python_multipart.multipart - DEBUG - Calling on_field_name with data[141:156]
[ 2026-01-20 16:51:38,104 ] python_multipart.multipart - DEBUG - Calling on_field_data with data[157:160]
[ 2026-01-20 16:51:38,104 ] python_multipart.multipart - DEBUG - Calling on_field_end with no data
[ 2026-01-20 16:51:38,104 ] python_multipart.multipart - DEBUG - Calling on_field_start with no data
[ 2026-01-20 16:51:38,104 ] python_multipart.multipart - DEBUG - Calling on_field_name with data[161:175]
[ 2026-01-20 16:51:38,104 ] python_multipart.multipart - DEBUG - Calling on_field_data with data[176:179]
[ 2026-01-20 16:51:38,104 ] python_multipart.multipart - DEBUG - Calling on_field_end with no data
[ 2026-01-20 16:51:38,104 ] python_multipart.multipart - DEBUG - Calling on_field_start with no data
[ 2026-01-20 16:51:38,104 ] python_multipart.multipart - DEBUG - Calling on_field_name with data[180:192]
[ 2026-01-20 16:51:38,104 ] python_multipart.multipart - DEBUG - Calling on_field_data with data[193:196]
[ 2026-01-20 16:51:38,104 ] python_multipart.multipart - DEBUG - Calling on_field_end with no data
[ 2026-01-20 16:51:38,104 ] python_multipart.multipart - DEBUG - Calling on_field_start with no data
[ 2026-01-20 16:51:38,104 ] python_multipart.multipart - DEBUG - Calling on_field_name with data[197:213]
[ 2026-01-20 16:51:38,105 ] python_multipart.multipart - DEBUG - Calling on_field_data with data[214:217]
[ 2026-01-20 16:51:38,105 ] python_multipart.multipart - DEBUG - Calling on_field_end with no data
[ 2026-01-20 16:51:38,105 ] python_multipart.multipart - DEBUG - Calling on_field_start with no data
[ 2026-01-20 16:51:38,105 ] python_multipart.multipart - DEBUG - Calling on_field_name with data[218:229]
[ 2026-01-20 16:51:38,105 ] python_multipart.multipart - DEBUG - Calling on_field_data with data[230:233]
[ 2026-01-20 16:51:38,105 ] python_multipart.multipart - DEBUG - Calling on_field_end with no data
[ 2026-01-20 16:51:38,105 ] python_multipart.multipart - DEBUG - Calling on_field_start with no data
[ 2026-01-20 16:51:38,105 ] python_multipart.multipart - DEBUG - Calling on_field_name with data[234:245]
[ 2026-01-20 16:51:38,105 ] python_multipart.multipart - DEBUG - Calling on_field_data with data[246:249]
[ 2026-01-20 16:51:38,105 ] python_multipart.multipart - DEBUG - Calling on_field_end with no data
[ 2026-01-20 16:51:38,105 ] python_multipart.multipart - DEBUG - Calling on_field_start with no data
[ 2026-01-20 16:51:38,105 ] python_multipart.multipart - DEBUG - Calling on_field_name with data[250:265]
[ 2026-01-20 16:51:38,105 ] python_multipart.multipart - DEBUG - Calling on_field_data with data[266:269]
[ 2026-01-20 16:51:38,106 ] python_multipart.multipart - DEBUG - Calling on_field_end with no data
[ 2026-01-20 16:51:38,106 ] python_multipart.multipart - DEBUG - Calling on_field_start with no data
[ 2026-01-20 16:51:38,106 ] python_multipart.multipart - DEBUG - Calling on_field_name with data[270:278]
[ 2026-01-20 16:51:38,106 ] python_multipart.multipart - DEBUG - Calling on_field_data with data[279:293]
[ 2026-01-20 16:51:38,106 ] python_multipart.multipart - DEBUG - Calling on_field_end with no data
[ 2026-01-20 16:51:38,106 ] python_multipart.multipart - DEBUG - Calling on_field_start with no data
[ 2026-01-20 16:51:38,106 ] python_multipart.multipart - DEBUG - Calling on_field_name with data[294:310]
[ 2026-01-20 16:51:38,106 ] python_multipart.multipart - DEBUG - Calling on_field_data with data[311:314]
[ 2026-01-20 16:51:38,106 ] python_multipart.multipart - DEBUG - Calling on_field_end with no data
[ 2026-01-20 16:51:38,106 ] python_multipart.multipart - DEBUG - Calling on_field_start with no data
[ 2026-01-20 16:51:38,106 ] python_multipart.multipart - DEBUG - Calling on_field_name with data[315:328]
[ 2026-01-20 16:51:38,106 ] python_multipart.multipart - DEBUG - Calling on_field_data with data[329:345]
[ 2026-01-20 16:51:38,106 ] python_multipart.multipart - DEBUG - Calling on_field_end with no data
[ 2026-01-20 16:51:38,106 ] python_multipart.multipart - DEBUG - Calling on_end with no data
[ 2026-01-20 16:51:38,107 ] root - INFO - Entered get_churn_data_as_dict method of ChurnData class
[ 2026-01-20 16:51:38,107 ] root - INFO - Created churn data dict
[ 2026-01-20 16:51:38,107 ] root - INFO - Exited get_churn_data_as_dict method of ChurnData class
[ 2026-01-20 16:51:38,109 ] root - INFO - Entered predict method of ChurnDataClassifier class
[ 2026-01-20 16:51:38,110 ] root - INFO - Preprocessing input data for prediction
[ 2026-01-20 16:51:38,126 ] root - INFO - Data preprocessing completed
[ 2026-01-20 16:51:38,128 ] botocore.hooks - DEBUG - Changing event name from creating-client-class.iot-data to creating-client-class.iot-data-plane
[ 2026-01-20 16:51:38,131 ] botocore.hooks - DEBUG - Changing event name from before-call.apigateway to before-call.api-gateway
[ 2026-01-20 16:51:38,132 ] botocore.hooks - DEBUG - Changing event name from request-created.machinelearning.Predict to request-created.machine-learning.Predict
[ 2026-01-20 16:51:38,135 ] botocore.hooks - DEBUG - Changing event name from before-parameter-build.autoscaling.CreateLaunchConfiguration to before-parameter-build.auto-scaling.CreateLaunchConfiguration
[ 2026-01-20 16:51:38,135 ] botocore.hooks - DEBUG - Changing event name from before-parameter-build.route53 to before-parameter-build.route-53
[ 2026-01-20 16:51:38,136 ] botocore.hooks - DEBUG - Changing event name from request-created.cloudsearchdomain.Search to request-created.cloudsearch-domain.Search
[ 2026-01-20 16:51:38,137 ] botocore.hooks - DEBUG - Changing event name from docs.*.autoscaling.CreateLaunchConfiguration.complete-section to docs.*.auto-scaling.CreateLaunchConfiguration.complete-section
[ 2026-01-20 16:51:38,140 ] botocore.hooks - DEBUG - Changing event name from before-parameter-build.logs.CreateExportTask to before-parameter-build.cloudwatch-logs.CreateExportTask
[ 2026-01-20 16:51:38,140 ] botocore.hooks - DEBUG - Changing event name from docs.*.logs.CreateExportTask.complete-section to docs.*.cloudwatch-logs.CreateExportTask.complete-section
[ 2026-01-20 16:51:38,140 ] botocore.hooks - DEBUG - Changing event name from before-parameter-build.cloudsearchdomain.Search to before-parameter-build.cloudsearch-domain.Search
[ 2026-01-20 16:51:38,141 ] botocore.hooks - DEBUG - Changing event name from docs.*.cloudsearchdomain.Search.complete-section to docs.*.cloudsearch-domain.Search.complete-section
[ 2026-01-20 16:51:38,239 ] botocore.loaders - DEBUG - Loading JSON file: C:\Users\kavet\OneDrive\Desktop\github\.venv\Lib\site-packages\boto3\data\s3\2006-03-01\resources-1.json
[ 2026-01-20 16:51:38,244 ] botocore.loaders - DEBUG - Loading JSON file: C:\Users\kavet\OneDrive\Desktop\github\.venv\Lib\site-packages\botocore\data\endpoints.json
[ 2026-01-20 16:51:38,279 ] botocore.loaders - DEBUG - Loading JSON file: C:\Users\kavet\OneDrive\Desktop\github\.venv\Lib\site-packages\botocore\data\sdk-default-configuration.json
[ 2026-01-20 16:51:38,279 ] botocore.hooks - DEBUG - Event choose-service-name: calling handler <function handle_service_name_alias at 0x00000198CAFA1E40>
[ 2026-01-20 16:51:38,390 ] botocore.loaders - DEBUG - Loading JSON file: C:\Users\kavet\OneDrive\Desktop\github\.venv\Lib\site-packages\botocore\data\s3\2006-03-01\service-2.json.gz
[ 2026-01-20 16:51:38,406 ] botocore.loaders - DEBUG - Loading JSON file: C:\Users\kavet\OneDrive\Desktop\github\.venv\Lib\site-packages\botocore\data\s3\2006-03-01\service-2.sdk-extras.json
[ 2026-01-20 16:51:38,505 ] botocore.loaders - DEBUG - Loading JSON file: C:\Users\kavet\OneDrive\Desktop\github\.venv\Lib\site-packages\botocore\data\s3\2006-03-01\endpoint-rule-set-1.json.gz
[ 2026-01-20 16:51:38,511 ] botocore.loaders - DEBUG - Loading JSON file: C:\Users\kavet\OneDrive\Desktop\github\.venv\Lib\site-packages\botocore\data\partitions.json
[ 2026-01-20 16:51:38,513 ] botocore.hooks - DEBUG - Event creating-client-class.s3: calling handler <function add_generate_presigned_post at 0x00000198CAF34AE0>
[ 2026-01-20 16:51:38,513 ] botocore.hooks - DEBUG - Event creating-client-class.s3: calling handler <function lazy_call.<locals>._handler at 0x00000198E56E98A0>
[ 2026-01-20 16:51:38,515 ] botocore.hooks - DEBUG - Event creating-client-class.s3: calling handler <function add_generate_presigned_url at 0x00000198CAF34860>
[ 2026-01-20 16:51:38,516 ] botocore.configprovider - DEBUG - Looking for endpoint for s3 via: environment_service
[ 2026-01-20 16:51:38,516 ] botocore.configprovider - DEBUG - Looking for endpoint for s3 via: environment_global
[ 2026-01-20 16:51:38,516 ] botocore.configprovider - DEBUG - Looking for endpoint for s3 via: config_service
[ 2026-01-20 16:51:38,516 ] botocore.configprovider - DEBUG - Looking for endpoint for s3 via: config_global
[ 2026-01-20 16:51:38,516 ] botocore.configprovider - DEBUG - No configured endpoint found.
[ 2026-01-20 16:51:38,519 ] botocore.endpoint - DEBUG - Setting s3 timeout as (60, 60)
[ 2026-01-20 16:51:38,524 ] botocore.loaders - DEBUG - Loading JSON file: C:\Users\kavet\OneDrive\Desktop\github\.venv\Lib\site-packages\botocore\data\_retry.json
[ 2026-01-20 16:51:38,525 ] botocore.client - DEBUG - Registering retry handlers for service: s3
[ 2026-01-20 16:51:38,525 ] botocore.utils - DEBUG - Registering S3 region redirector handler
[ 2026-01-20 16:51:38,525 ] botocore.utils - DEBUG - Registering S3Express Identity Resolver
[ 2026-01-20 16:51:38,526 ] boto3.resources.factory - DEBUG - Loading s3:s3
[ 2026-01-20 16:51:38,527 ] botocore.hooks - DEBUG - Event choose-service-name: calling handler <function handle_service_name_alias at 0x00000198CAFA1E40>
[ 2026-01-20 16:51:38,530 ] botocore.hooks - DEBUG - Event creating-client-class.s3: calling handler <function add_generate_presigned_post at 0x00000198CAF34AE0>
[ 2026-01-20 16:51:38,530 ] botocore.hooks - DEBUG - Event creating-client-class.s3: calling handler <function lazy_call.<locals>._handler at 0x00000198E56E98A0>
[ 2026-01-20 16:51:38,530 ] botocore.hooks - DEBUG - Event creating-client-class.s3: calling handler <function add_generate_presigned_url at 0x00000198CAF34860>
[ 2026-01-20 16:51:38,530 ] botocore.configprovider - DEBUG - Looking for endpoint for s3 via: environment_service
[ 2026-01-20 16:51:38,531 ] botocore.configprovider - DEBUG - Looking for endpoint for s3 via: environment_global
[ 2026-01-20 16:51:38,531 ] botocore.configprovider - DEBUG - Looking for endpoint for s3 via: config_service
[ 2026-01-20 16:51:38,531 ] botocore.configprovider - DEBUG - Looking for endpoint for s3 via: config_global
[ 2026-01-20 16:51:38,531 ] botocore.configprovider - DEBUG - No configured endpoint found.
[ 2026-01-20 16:51:38,532 ] botocore.endpoint - DEBUG - Setting s3 timeout as (60, 60)
[ 2026-01-20 16:51:38,536 ] botocore.client - DEBUG - Registering retry handlers for service: s3
[ 2026-01-20 16:51:38,536 ] botocore.utils - DEBUG - Registering S3 region redirector handler
[ 2026-01-20 16:51:38,537 ] botocore.utils - DEBUG - Registering S3Express Identity Resolver
[ 2026-01-20 16:51:38,537 ] root - INFO - Entered the get_file_object method of SimpleStorageService class
[ 2026-01-20 16:51:38,537 ] root - INFO - Entered the get_bucket method of SimpleStorageService class
[ 2026-01-20 16:51:38,538 ] boto3.resources.factory - DEBUG - Loading s3:Bucket
[ 2026-01-20 16:51:38,538 ] boto3.resources.model - DEBUG - Renaming Bucket attribute name
[ 2026-01-20 16:51:38,539 ] botocore.hooks - DEBUG - Event creating-resource-class.s3.Bucket: calling handler <function lazy_call.<locals>._handler at 0x00000198E56E9DA0>
[ 2026-01-20 16:51:38,539 ] root - INFO - Exited the get_bucket method of SimpleStorageService class
[ 2026-01-20 16:51:38,626 ] botocore.loaders - DEBUG - Loading JSON file: C:\Users\kavet\OneDrive\Desktop\github\.venv\Lib\site-packages\botocore\data\s3\2006-03-01\paginators-1.json
[ 2026-01-20 16:51:38,626 ] botocore.loaders - DEBUG - Loading JSON file: C:\Users\kavet\OneDrive\Desktop\github\.venv\Lib\site-packages\botocore\data\s3\2006-03-01\paginators-1.sdk-extras.json
[ 2026-01-20 16:51:38,626 ] boto3.resources.collection - DEBUG - Calling paginated s3:list_objects with {'Bucket': 'customer-churn-model-ck', 'Prefix': 'customer_churn_model.pkl'}
[ 2026-01-20 16:51:38,627 ] botocore.hooks - DEBUG - Event before-parameter-build.s3.ListObjects: calling handler <function set_list_objects_encoding_type_url at 0x00000198CAFA3BA0>
[ 2026-01-20 16:51:38,627 ] botocore.hooks - DEBUG - Event before-parameter-build.s3.ListObjects: calling handler <function validate_bucket_name at 0x00000198CAFA2700>
[ 2026-01-20 16:51:38,627 ] botocore.hooks - DEBUG - Event before-parameter-build.s3.ListObjects: calling handler <function remove_bucket_from_url_paths_from_model at 0x00000198CAFC4A40>
[ 2026-01-20 16:51:38,627 ] botocore.hooks - DEBUG - Event before-parameter-build.s3.ListObjects: calling handler <bound method S3RegionRedirectorv2.annotate_request_context of <botocore.utils.S3RegionRedirectorv2 object at 0x00000198E62552B0>>
[ 2026-01-20 16:51:38,628 ] botocore.hooks - DEBUG - Event before-parameter-build.s3.ListObjects: calling handler <bound method ClientCreator._inject_s3_input_parameters of <botocore.client.ClientCreator object at 0x00000198E56FFB60>>
[ 2026-01-20 16:51:38,628 ] botocore.hooks - DEBUG - Event before-parameter-build.s3.ListObjects: calling handler <function generate_idempotent_uuid at 0x00000198CAFA2520>
[ 2026-01-20 16:51:38,628 ] botocore.hooks - DEBUG - Event before-parameter-build.s3.ListObjects: calling handler <function _handle_request_validation_mode_member at 0x00000198CAFC5120>
[ 2026-01-20 16:51:38,628 ] botocore.hooks - DEBUG - Event before-endpoint-resolution.s3: calling handler <function customize_endpoint_resolver_builtins at 0x00000198CAFC4C20>
[ 2026-01-20 16:51:38,628 ] botocore.hooks - DEBUG - Event before-endpoint-resolution.s3: calling handler <bound method S3RegionRedirectorv2.redirect_from_cache of <botocore.utils.S3RegionRedirectorv2 object at 0x00000198E62552B0>>
[ 2026-01-20 16:51:38,628 ] botocore.regions - DEBUG - Calling endpoint provider with parameters: {'Bucket': 'customer-churn-model-ck', 'Region': 'us-east-1', 'UseFIPS': False, 'UseDualStack': False, 'ForcePathStyle': False, 'Accelerate': False, 'UseGlobalEndpoint': True, 'Prefix': 'customer_churn_model.pkl', 'DisableMultiRegionAccessPoints': False, 'UseArnRegion': True}
[ 2026-01-20 16:51:38,629 ] botocore.regions - DEBUG - Endpoint provider result: https://customer-churn-model-ck.s3.amazonaws.com
[ 2026-01-20 16:51:38,629 ] botocore.regions - DEBUG - Selecting from endpoint provider's list of auth schemes: "sigv4". User selected auth scheme is: "None"
[ 2026-01-20 16:51:38,629 ] botocore.regions - DEBUG - Selected auth type "v4" as "v4" with signing context params: {'region': 'us-east-1', 'signing_name': 's3', 'disableDoubleEncoding': True}
[ 2026-01-20 16:51:38,630 ] botocore.hooks - DEBUG - Event before-call.s3.ListObjects: calling handler <function add_expect_header at 0x00000198CAFA2AC0>
[ 2026-01-20 16:51:38,630 ] botocore.hooks - DEBUG - Event before-call.s3.ListObjects: calling handler <bound method S3ExpressIdentityResolver.apply_signing_cache_key of <botocore.utils.S3ExpressIdentityResolver object at 0x00000198E6255400>>
[ 2026-01-20 16:51:38,630 ] botocore.hooks - DEBUG - Event before-call.s3.ListObjects: calling handler <function add_recursion_detection_header at 0x00000198CAFA2020>
[ 2026-01-20 16:51:38,630 ] botocore.hooks - DEBUG - Event before-call.s3.ListObjects: calling handler <function inject_api_version_header_if_needed at 0x00000198CAFC4040>
[ 2026-01-20 16:51:38,630 ] botocore.endpoint - DEBUG - Making request for OperationModel(name=ListObjects) with params: {'url_path': '', 'query_string': {'prefix': 'customer_churn_model.pkl', 'encoding-type': 'url'}, 'method': 'GET', 'headers': {'User-Agent': 'Boto3/1.42.28 md/Botocore#1.42.28 ua/2.1 os/windows#11 md/arch#amd64 lang/python#3.13.9 md/pyimpl#CPython m/Z,e,D,b,C cfg/retry-mode#legacy Botocore/1.42.28 Resource'}, 'body': b'', 'auth_path': '/customer-churn-model-ck/', 'url': 'https://customer-churn-model-ck.s3.amazonaws.com/?prefix=customer_churn_model.pkl&encoding-type=url', 'context': {'client_region': 'us-east-1', 'client_config': <botocore.config.Config object at 0x00000198E5939BD0>, 'has_streaming_input': False, 'auth_type': 'v4', 'unsigned_payload': None, 'auth_options': ['aws.auth#sigv4'], 'encoding_type_auto_set': True, 's3_redirect': {'redirected': False, 'bucket': 'customer-churn-model-ck', 'params': {'Bucket': 'customer-churn-model-ck', 'Prefix': 'customer_churn_model.pkl', 'EncodingType': 'url'}}, 'input_params': {'Bucket': 'customer-churn-model-ck', 'Prefix': 'customer_churn_model.pkl'}, 'signing': {'region': 'us-east-1', 'signing_name': 's3', 'disableDoubleEncoding': True}, 'endpoint_properties': {'authSchemes': [{'disableDoubleEncoding': True, 'name': 'sigv4', 'signingName': 's3', 'signingRegion': 'us-east-1'}]}}}
[ 2026-01-20 16:51:38,631 ] botocore.hooks - DEBUG - Event request-created.s3.ListObjects: calling handler <bound method RequestSigner.handler of <botocore.signers.RequestSigner object at 0x00000198E60330E0>>
[ 2026-01-20 16:51:38,631 ] botocore.hooks - DEBUG - Event choose-signer.s3.ListObjects: calling handler <bound method ClientCreator._default_s3_presign_to_sigv2 of <botocore.client.ClientCreator object at 0x00000198E56FFB60>>
[ 2026-01-20 16:51:38,631 ] botocore.hooks - DEBUG - Event choose-signer.s3.ListObjects: calling handler <function set_operation_specific_signer at 0x00000198CAFA22A0>
[ 2026-01-20 16:51:38,631 ] botocore.hooks - DEBUG - Event before-sign.s3.ListObjects: calling handler <function remove_arn_from_signing_path at 0x00000198CAFC4B80>
[ 2026-01-20 16:51:38,631 ] botocore.hooks - DEBUG - Event before-sign.s3.ListObjects: calling handler <function _set_extra_headers_for_unsigned_request at 0x00000198CAFC51C0>
[ 2026-01-20 16:51:38,631 ] botocore.hooks - DEBUG - Event before-sign.s3.ListObjects: calling handler <bound method S3ExpressIdentityResolver.resolve_s3express_identity of <botocore.utils.S3ExpressIdentityResolver object at 0x00000198E6255400>>
[ 2026-01-20 16:51:38,631 ] botocore.auth - DEBUG - Calculating signature using v4 auth.
[ 2026-01-20 16:51:38,632 ] botocore.auth - DEBUG - CanonicalRequest:
GET
/
encoding-type=url&prefix=customer_churn_model.pkl
host:customer-churn-model-ck.s3.amazonaws.com
x-amz-content-sha256:e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
x-amz-date:20260120T225138Z

host;x-amz-content-sha256;x-amz-date
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
[ 2026-01-20 16:51:38,632 ] botocore.auth - DEBUG - StringToSign:
AWS4-HMAC-SHA256
20260120T225138Z
20260120/us-east-1/s3/aws4_request
154027206d72f90215bc2abbe3cf8530bd6b415a78650d75683aa64b2947c78c
[ 2026-01-20 16:51:38,632 ] botocore.auth - DEBUG - Signature:
12fb9acb6910332844396a24e56738a054d95d50e971f0c844ef271a2ea42547
[ 2026-01-20 16:51:38,632 ] botocore.hooks - DEBUG - Event request-created.s3.ListObjects: calling handler <bound method UserAgentString.rebuild_and_replace_user_agent_handler of <botocore.useragent.UserAgentString object at 0x00000198E593A990>>
[ 2026-01-20 16:51:38,632 ] botocore.hooks - DEBUG - Event request-created.s3.ListObjects: calling handler <function add_retry_headers at 0x00000198CAFC49A0>
[ 2026-01-20 16:51:38,632 ] botocore.endpoint - DEBUG - Sending http request: <AWSPreparedRequest stream_output=False, method=GET, url=https://customer-churn-model-ck.s3.amazonaws.com/?prefix=customer_churn_model.pkl&encoding-type=url, headers={'User-Agent': b'Boto3/1.42.28 md/Botocore#1.42.28 ua/2.1 os/windows#11 md/arch#amd64 lang/python#3.13.9 md/pyimpl#CPython m/Z,e,D,b,C cfg/retry-mode#legacy Botocore/1.42.28 Resource', 'X-Amz-Date': b'20260120T225138Z', 'X-Amz-Content-SHA256': b'e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855', 'Authorization': b'AWS4-HMAC-SHA256 Credential=AKIAYSF6PAWN3YR2XCU2/20260120/us-east-1/s3/aws4_request, SignedHeaders=host;x-amz-content-sha256;x-amz-date, Signature=12fb9acb6910332844396a24e56738a054d95d50e971f0c844ef271a2ea42547', 'amz-sdk-invocation-id': b'64a51584-2e9f-45bb-91cb-4f6037a23d12', 'amz-sdk-request': b'attempt=1'}>
[ 2026-01-20 16:51:38,633 ] botocore.httpsession - DEBUG - Certificate path: C:\Users\kavet\OneDrive\Desktop\github\.venv\Lib\site-packages\certifi\cacert.pem
[ 2026-01-20 16:51:38,634 ] urllib3.connectionpool - DEBUG - Starting new HTTPS connection (1): customer-churn-model-ck.s3.amazonaws.com:443
[ 2026-01-20 16:51:39,597 ] urllib3.connectionpool - DEBUG - https://customer-churn-model-ck.s3.amazonaws.com:443 "GET /?prefix=customer_churn_model.pkl&encoding-type=url HTTP/1.1" 200 None
[ 2026-01-20 16:51:39,598 ] botocore.hooks - DEBUG - Event before-parse.s3.ListObjects: calling handler <function _handle_200_error at 0x00000198CAFC4F40>
[ 2026-01-20 16:51:39,599 ] botocore.hooks - DEBUG - Event before-parse.s3.ListObjects: calling handler <function handle_expires_header at 0x00000198CAFC4D60>
[ 2026-01-20 16:51:39,599 ] botocore.parsers - DEBUG - Response headers: {'x-amz-id-2': 'yUO3BnZ3MIIRFnBe3NWkScnf1jAEVZeB1OlqAgbIIudJZoo3+nwxPEjPr2yPyiG5ZggQ6VuCRp2TWZuGSjSxuZwz5Jm3lb3R', 'x-amz-request-id': 'ZXJJ9N78TPNSAA1G', 'Date': 'Tue, 20 Jan 2026 22:51:40 GMT', 'x-amz-bucket-region': 'us-east-1', 'Content-Type': 'application/xml', 'Transfer-Encoding': 'chunked', 'Server': 'AmazonS3'}
[ 2026-01-20 16:51:39,599 ] botocore.parsers - DEBUG - Response body:
b'<?xml version="1.0" encoding="UTF-8"?>\n<ListBucketResult xmlns="http://s3.amazonaws.com/doc/2006-03-01/"><Name>customer-churn-model-ck</Name><Prefix>customer_churn_model.pkl</Prefix><Marker></Marker><MaxKeys>1000</MaxKeys><EncodingType>url</EncodingType><IsTruncated>false</IsTruncated><Contents><Key>customer_churn_model.pkl</Key><LastModified>2026-01-20T22:43:08.000Z</LastModified><ETag>&quot;7c1a1ce2ee208d8d8f63355308b33c4e&quot;</ETag><ChecksumAlgorithm>CRC32</ChecksumAlgorithm><ChecksumType>FULL_OBJECT</ChecksumType><Size>827860</Size><Owner><ID>b1478a9b17884ef172c76d6ddb1f710da4f513b908ccaa2b40cbd3d8a21a3aa2</ID></Owner><StorageClass>STANDARD</StorageClass></Contents></ListBucketResult>'
[ 2026-01-20 16:51:39,601 ] botocore.hooks - DEBUG - Event needs-retry.s3.ListObjects: calling handler <function _update_status_code at 0x00000198CAFC5080>
[ 2026-01-20 16:51:39,601 ] botocore.hooks - DEBUG - Event needs-retry.s3.ListObjects: calling handler <botocore.retryhandler.RetryHandler object at 0x00000198E6255160>
[ 2026-01-20 16:51:39,601 ] botocore.retryhandler - DEBUG - No retry needed.
[ 2026-01-20 16:51:39,601 ] botocore.hooks - DEBUG - Event needs-retry.s3.ListObjects: calling handler <bound method S3RegionRedirectorv2.redirect_from_error of <botocore.utils.S3RegionRedirectorv2 object at 0x00000198E62552B0>>
[ 2026-01-20 16:51:39,602 ] botocore.hooks - DEBUG - Event after-call.s3.ListObjects: calling handler <function decode_list_object at 0x00000198CAFA3C40>
[ 2026-01-20 16:51:39,602 ] boto3.resources.factory - DEBUG - Loading s3:ObjectSummary
[ 2026-01-20 16:51:39,602 ] boto3.resources.model - DEBUG - Renaming ObjectSummary attribute key
[ 2026-01-20 16:51:39,602 ] botocore.hooks - DEBUG - Event creating-resource-class.s3.ObjectSummary: calling handler <function lazy_call.<locals>._handler at 0x00000198E56E9EE0>
[ 2026-01-20 16:51:39,603 ] root - INFO - Exited the get_file_object method of SimpleStorageService class
